Segment,Kategorie,Jméno produktu,ID Produktu,Výrobce,EAN,Item ID,Vaše URL,Heureka URL,E-shopů prodávajících produkt,Popularita,Vaše cena,Vaše pozice dle ceny,Vaše pozice dle biddingu,Cena za proklik,Nejnižší cena,PriceMin2,PriceMin3,PriceMin4,PriceMin5,PriceMin6,PriceMin7,PriceMin8,PriceMin9,PriceMin10,PriceMax10,PriceMax9,PriceMax8,PriceMax7,PriceMax6,PriceMax5,PriceMax4,PriceMax3,PriceMax2,Nejvyšší cena
"Dům a zahrada","Svítidla","Solight LED stropní světlo, 3-stupňové stmívání, 18W, 1260lm, 4000K, čtvercové 33cm, WO728",577275466,"Solight",8592718021191,"WO728","https://www.solidni-obchod.cz/solight-led-stropni-svetlo-3-stupnove-stmivani-18w-1260lm-4000k-ctvercove-33cm-detail-49U1000201.aspx","https://svitidla.heureka.cz/solight-wo728",17,11,359.00,4,,2.40,309.00,329.00,340.00,359.00,359.00,359.00,359.00,361.00,382.00,392.30,361.00,382.00,392.30,421.00,459.00,490.00,490.00,498.75,499.00,499.00,
"Dům a zahrada","Svítidla","Solight LED stropní světlo, 3-stupňové stmívání, 18W, 1260lm, 4000K, kulaté, 33cm, WO726",577275464,"Solight",8592718021177,"WO726","https://www.solidni-obchod.cz/solight-led-stropni-svetlo-3-stupnove-stmivani-18w-1260lm-4000k-kulate-33cm-detail-29U1000201.aspx","https://svitidla.heureka.cz/solight-wo726",15,69,309.00,2,,2.40,308.00,309.00,309.00,309.00,309.00,309.00,309.00,309.00,312.00,331.80,309.00,309.00,309.00,312.00,331.80,371.00,421.00,428.75,429.00,429.00,
"Dům a zahrada","Svítidla","Solight LED stropní světlo, 3-stupňové stmívání, 32W, 2240lm, 4000K, čtvercové, 38cm, WO729",577275467,"Solight",8592718021207,"WO729","https://www.solidni-obchod.cz/solight-led-stropni-svetlo-3-stupnove-stmivani--32w-2240lm-4000k-ctvercove-38cm-detail-1AU1000201.aspx","https://svitidla.heureka.cz/solight-wo729",12,7,532.00,2,,2.40,503.00,532.00,532.00,532.00,532.00,532.00,532.00,535.00,687.00,738.75,532.00,532.00,532.00,532.00,532.00,535.00,687.00,738.75,739.00,739.00,
"Dům a zahrada","Svítidla","Solight LED světélka s dálkovým ovládáním, 3x 50lm, časovač, bateriové napájení, WL906",653900337,"Solight",8592718022976,"WL906","https://www.solidni-obchod.cz/solight-led-svetelka-s-dalkovym-ovladanim-3x-50lm-casovac-bateriove-napajeni-detail-1L12000201.aspx","https://svitidla.heureka.cz/solight-wl906",10,6,251.00,1,,1.20,251.00,251.00,251.00,251.00,251.00,251.00,279.00,342.00,349.00,349.00,251.00,251.00,251.00,251.00,251.00,251.00,279.00,342.00,349.00,349.00,
"Dům a zahrada","Svítidla","Solight LED světelný panel, 40W, 3200lm, 4100K, Lifud, 30x120cm, 3 roky záruka, WO11",707579876,"Solight",8592718023898,"WO11","https://www.solidni-obchod.cz/solight-led-svetelny-panel-40w-3200lm-4100k-lifud-30x120cm-3-roky-zaruka-detail-1X42000201.aspx","https://svitidla.heureka.cz/solight-wo11",8,5,846.00,3,,2.40,749.00,845.00,846.00,849.00,995.00,1098.75,1099.00,1099.00,,,,,749.00,845.00,846.00,849.00,995.00,1098.75,1099.00,1099.00,
"Dům a zahrada","Svítidla","Solight LED světelný panel, 40W, 3200lm, 4100K, Lifud, 60x60cm, 3 roky záruka, WO08",572477168,"Solight",8592718021382,"WO08","https://www.solidni-obchod.cz/solight-led-svetelny-panel-40w-3200lm-4100k-lifud-60x60cm-3-roky-zaruka-detail-1KU1000201.aspx","https://svitidla.heureka.cz/solight-wo08",16,41,746.00,7,,2.40,676.00,689.00,690.00,720.00,720.00,726.10,746.00,746.00,746.00,746.00,746.00,746.00,746.00,746.00,749.00,749.00,783.00,968.75,969.00,969.00,
"Dům a zahrada","Svítidla","Solight LED světelný panel, 40W, 3200lm, 6000K, Lifud, 60x60cm, 3 roky záruka, WO09",572477169,"Solight",8592718021399,"WO09","https://www.solidni-obchod.cz/solight-led-svetelny-panel-40w-3200lm-6000k-lifud-60x60cm-3-roky-zaruka-detail-2KU1000201.aspx","https://svitidla.heureka.cz/solight-wo09",16,10,746.00,8,,2.40,651.00,689.70,690.00,692.00,692.00,692.00,692.00,746.00,746.00,746.00,692.00,746.00,746.00,746.00,749.00,749.00,783.00,968.75,969.00,969.00,
"Dům a zahrada","Svítidla","Solight LED světelný panel, 40W, 4400lm, 4100K, Lifud, 60x60cm, 3 roky záruka, WO10",572477170,"Solight",8592718021405,"WO10","https://www.solidni-obchod.cz/solight-led-svetelny-panel-40w-4400lm-4100k-lifud-60x60cm-3-roky-zaruka-detail-3KU1000201.aspx","https://svitidla.heureka.cz/solight-wo10",15,7,1000.00,5,,2.40,921.00,923.00,999.00,999.00,1000.00,1000.00,1000.00,1000.00,1000.00,1000.00,1000.00,1000.00,1000.00,1000.00,1000.00,1004.00,1050.00,1298.75,1299.00,1299.00,
"Dům a zahrada","Svítidla","Solight LED světelný panel, 80W, 6400lm, 4100K, Lifud, 60x120cm, 3 roky záruka, WO12",707579877,"Solight",8592718023904,"WO12","https://www.solidni-obchod.cz/solight-led-svetelny-panel-80w-6400lm-4100k-lifud-60x120cm-3-roky-zaruka-detail-2X42000201.aspx","https://svitidla.heureka.cz/solight-wo12",10,2,2078.00,1,,3.60,2078.00,2078.00,2078.00,2078.00,2078.00,2086.00,2380.00,2698.75,2699.00,2699.00,2078.00,2078.00,2078.00,2078.00,2078.00,2086.00,2380.00,2698.75,2699.00,2699.00,
"Dům a zahrada","Svítidla","Solight lustr Bari, 30 cm, E27, zelená, WA013-GR",554315264,"Solight",8592718021085,"WA013-GR","https://www.solidni-obchod.cz/solight-lustr-bari-30-cm-e27-zelena-detail-MSU1000201.aspx","https://svitidla.heureka.cz/solight-wa013-gr",16,4,769.00,1,,2.40,769.00,769.00,769.00,772.00,807.00,923.00,923.00,923.00,923.00,923.00,923.00,923.00,923.00,923.00,933.00,981.00,999.00,999.00,1146.25,1199.00,
"Dům a zahrada","Svítidla","Solight lustr Palermo, 22 cm, E27, šedá, WA010-G",554315259,"Solight",8592718021030,"WA010-G","https://www.solidni-obchod.cz/solight-lustr-palermo-22-cm-e27-seda-detail-HSU1000201.aspx","https://svitidla.heureka.cz/solight-wa010-g",9,2,576.00,1,,2.40,576.00,576.00,576.00,576.00,576.00,577.00,749.00,759.00,786.00,,,576.00,576.00,576.00,576.00,576.00,577.00,749.00,759.00,786.00,
"Dům a zahrada","Svítidla","Solight lustr Roma Gold, 35cm, E27, bílá, WA011-W",554315262,"Solight",8592718021061,"WA011-W","https://www.solidni-obchod.cz/solight-lustr-roma-gold-35cm-e27-bila-detail-KSU1000201.aspx","https://svitidla.heureka.cz/solight-wa011-w",18,3,769.00,1,,2.40,769.00,769.00,769.00,769.00,772.00,780.00,799.00,807.00,999.00,999.00,999.00,999.00,1038.00,1038.00,1038.00,1038.00,1049.00,1080.00,1349.00,1416.00,
"Dům a zahrada","Svítidla","Solight lustr Roma Gold, 35cm, E27, černá, WA011-B",554315261,"Solight",8592718021054,"WA011-B","https://www.solidni-obchod.cz/solight-lustr-roma-gold-35cm-e27-cerna-detail-JSU1000201.aspx","https://svitidla.heureka.cz/solight-wa011-b",18,3,769.00,2,,2.40,685.00,769.00,769.00,769.00,772.00,799.00,807.00,981.00,998.75,999.00,998.75,999.00,999.00,1038.00,1038.00,1038.00,1038.00,1049.00,1349.00,1416.00,
"Dům a zahrada","Svítidla","Solight lustr Torino single, 26,5cm, E27, bílá, WA003-W",554315245,"Solight",8592718020835,"WA003-W","https://www.solidni-obchod.cz/solight-lustr-torino-single-26-5cm-e27-bila-detail-6NU1000201.aspx","https://svitidla.heureka.cz/solight-wa003-w",17,3,692.00,1,,2.40,692.00,692.00,692.00,692.00,695.00,727.00,743.00,799.00,846.00,846.00,799.00,846.00,846.00,846.00,856.00,898.75,899.00,899.00,1099.00,1154.00,
"Dům a zahrada","Svítidla","Solight lustr Torino single, 26,5cm, E27, šedá, WA003-G",554315244,"Solight",8592718020828,"WA003-G","https://www.solidni-obchod.cz/solight-lustr-torino-single-26-5cm-e27-seda-detail-5NU1000201.aspx","https://svitidla.heureka.cz/solight-wa003-g",16,3,769.00,1,,2.40,769.00,769.00,769.00,772.00,792.00,799.00,807.00,846.00,846.00,846.00,807.00,846.00,846.00,846.00,856.00,998.75,999.00,999.00,1099.00,1154.00,
"Dům a zahrada","Svítidla","Solight lustr Torino, single, 26,5cm, E27, černá, WA003-B",554315243,"Solight",8592718020811,"WA003-B","https://www.solidni-obchod.cz/solight-lustr-torino-single-26-5cm-e27-cerna-detail-4NU1000201.aspx","https://svitidla.heureka.cz/solight-wa003-b",17,3,769.00,2,,2.40,743.00,769.00,769.00,769.00,772.00,799.00,807.00,846.00,846.00,846.00,846.00,846.00,846.00,856.00,883.00,998.75,999.00,999.00,1099.00,1154.00,
"Dům a zahrada","Svítidla","Solight lustr Trento, 13,5 cm, E27, bílá, WA009-W",554315257,"Solight",8592718021016,"WA009-W","https://www.solidni-obchod.cz/solight-lustr-trento-13-5-cm-e27-bila-detail-FSU1000201.aspx","https://svitidla.heureka.cz/solight-wa009-w",19,3,230.00,1,,1.20,230.00,230.00,230.00,230.00,230.00,231.00,276.00,289.00,298.75,299.00,299.00,299.00,299.00,307.00,307.00,307.00,307.00,317.00,399.00,419.00,
"Dům a zahrada","Svítidla","Solight lustr Trento, 13,5 cm, E27, černá, WA009-B",554315255,"Solight",8592718020996,"WA009-B","https://www.solidni-obchod.cz/solight-lustr-trento-13-5-cm-e27-cerna-detail-DSU1000201.aspx","https://svitidla.heureka.cz/solight-wa009-b",6,5,307.00,3,,2.40,289.00,299.00,307.00,392.00,399.00,419.00,,,,,,,,,289.00,299.00,307.00,392.00,399.00,419.00,
"Dům a zahrada","Svítidla","Solight lustr Trento, 13,5 cm, E27, šedá, WA009-G",554315256,"Solight",8592718021009,"WA009-G","https://www.solidni-obchod.cz/solight-lustr-trento-13-5-cm-e27-seda-detail-ESU1000201.aspx","https://svitidla.heureka.cz/solight-wa009-g",19,4,230.00,1,,1.20,230.00,230.00,230.00,230.00,230.00,231.00,269.00,269.00,276.00,289.00,289.00,298.75,299.00,307.00,307.00,307.00,307.00,317.00,399.00,419.00,
"Dům a zahrada","Svítidla","Solight lustr Trento, 26 cm, E27, bílá, WA008-W",554315254,"Solight",8592718020989,"WA008-W","https://www.solidni-obchod.cz/solight-lustr-trento-26-cm-e27-bila-detail-CSU1000201.aspx","https://svitidla.heureka.cz/solight-wa008-w",18,4,538.00,1,,2.40,538.00,538.00,538.00,538.00,540.00,565.00,599.00,629.00,692.00,692.00,692.00,692.00,692.00,692.00,692.00,698.75,699.00,699.00,899.00,944.00,
"Dům a zahrada","Svítidla","Solight lustr Trento, 26 cm, E27, černá, WA008-B",554315252,"Solight",8592718020965,"WA008-B","https://www.solidni-obchod.cz/solight-lustr-trento-26-cm-e27-cerna-detail-ASU1000201.aspx","https://svitidla.heureka.cz/solight-wa008-b",13,4,692.00,4,,2.40,599.00,629.00,686.00,692.00,692.00,692.00,692.00,692.00,692.00,692.00,692.00,692.00,692.00,692.00,692.00,692.00,692.00,692.00,899.00,944.00,
"Dům a zahrada","Svítidla","Solight lustr Trento, 26 cm, E27, šedá, WA008-G",554315253,"Solight",8592718020972,"WA008-G","https://www.solidni-obchod.cz/solight-lustr-trento-26-cm-e27-seda-detail-BSU1000201.aspx","https://svitidla.heureka.cz/solight-wa008-g",18,3,692.00,3,,2.40,599.00,629.00,692.00,692.00,692.00,692.00,692.00,692.00,692.00,692.00,692.00,692.00,692.00,695.00,727.00,898.75,899.00,899.00,899.00,944.00,
"Dům a zahrada","Svítidla","Solight lustr Venezia Gold, 35cm, E27, bílá, WA012-W",554315263,"Solight",8592718021078,"WA012-W","https://www.solidni-obchod.cz/solight-lustr-venezia-gold-35cm-e27-bila-detail-LSU1000201.aspx","https://svitidla.heureka.cz/solight-wa012-w",20,4,1000.00,2,,2.40,999.00,1000.00,1000.00,1000.00,1000.00,1004.00,1050.00,1275.00,1299.00,1299.00,1365.00,1367.20,1385.00,1385.00,1385.00,1385.00,1385.00,1395.00,1799.00,1889.00,
"Dům a zahrada","Svítidla","Solight lustr Verona quattro, 14cm, 4x E27, bílá, WA006-W",554315248,"Solight",8592718020927,"WA006-W","https://www.solidni-obchod.cz/solight-lustr-verona-quattro-14cm-4x-e27-bila-detail-6SU1000201.aspx","https://svitidla.heureka.cz/solight-wa006-w",18,3,923.00,2,,2.40,920.00,923.00,923.00,923.00,923.00,926.00,949.00,949.00,969.00,1154.00,969.00,1154.00,1154.00,1154.00,1164.00,1198.75,1199.00,1199.00,1499.00,1574.00,
"Dům a zahrada","Svítidla","Solight lustr Verona quattro, 14cm, 4x E27, černá, WA006-B",554315246,"Solight",8592718020903,"WA006-B","https://www.solidni-obchod.cz/solight-lustr-verona-quattro-14cm-4x-e27-cerna-detail-4SU1000201.aspx","https://svitidla.heureka.cz/solight-wa006-b",19,5,923.00,2,,2.40,920.00,923.00,923.00,923.00,923.00,926.00,949.00,949.00,969.00,1154.00,1154.00,1154.00,1154.00,1164.00,1199.00,1199.00,1432.50,1473.00,1499.00,1574.00,
"Dům a zahrada","Svítidla","Solight lustr Verona quattro, 14cm, 4x E27, šedá, WA006-G",554315247,"Solight",8592718020910,"WA006-G","https://www.solidni-obchod.cz/solight-lustr-verona-quattro-14cm-4x-e27-seda-detail-5SU1000201.aspx","https://svitidla.heureka.cz/solight-wa006-g",18,3,923.00,2,,2.40,920.00,923.00,923.00,923.00,923.00,926.00,949.00,949.00,969.00,1154.00,969.00,1154.00,1154.00,1154.00,1164.00,1198.75,1199.00,1199.00,1499.00,1574.00,
"Dům a zahrada","Svítidla","Solight lustr Verona uno, 29,5cm, E27, bílá, WA007-W",554315251,"Solight",8592718020958,"WA007-W","https://www.solidni-obchod.cz/solight-lustr-verona-uno-29-5cm-e27-bila-detail-9SU1000201.aspx","https://svitidla.heureka.cz/solight-wa007-w",19,3,692.00,3,,2.40,644.00,650.00,692.00,692.00,692.00,692.00,692.00,692.00,695.00,727.00,727.00,898.75,899.00,899.00,923.00,923.00,923.00,933.00,1199.00,1259.00,
"Dům a zahrada","Svítidla","Solight lustr Verona uno, 29,5cm, E27, černá, WA007-B",554315249,"Solight",8592718020934,"WA007-B","https://www.solidni-obchod.cz/solight-lustr-verona-uno-29-5cm-e27-cerna-detail-7SU1000201.aspx","https://svitidla.heureka.cz/solight-wa007-b",19,3,692.00,1,,2.40,692.00,692.00,692.00,692.00,692.00,692.00,693.00,695.00,727.00,898.75,898.75,899.00,899.00,923.00,923.00,923.00,933.00,1177.00,1199.00,1259.00,
"Dům a zahrada","Svítidla","Solight lustr Verona uno, 29,5cm, E27, šedá, WA007-G",554315250,"Solight",8592718020941,"WA007-G","https://www.solidni-obchod.cz/solight-lustr-verona-uno-29-5cm-e27-seda-detail-8SU1000201.aspx","https://svitidla.heureka.cz/solight-wa007-g",17,3,692.00,1,,2.40,692.00,692.00,692.00,692.00,692.00,692.00,693.00,695.00,727.00,898.75,695.00,727.00,898.75,899.00,923.00,923.00,923.00,933.00,1199.00,1259.00,
"Dům a zahrada","Vánoční dekorace","Solight LED dřevěná vánoční hvězda, 3D efekt světla, 3 x AA , teplá bílá, 1V42",558475602,"Solight",8592718018627,"1V42","https://www.solidni-obchod.cz/solight-led-drevena-vanocni-hvezda-3d-efekt-svetla-3-x-aa--tepla-bila-detail-1OI1000201.aspx","https://vanocni-dekorace.heureka.cz/solight-led-vanocni-pyramida-3d-efekt-svetla-45cm-3-x-aa-tepla-bila-1v43",13,5,359.00,4,,4.00,306.00,322.10,337.00,359.00,359.00,359.00,359.00,359.00,399.00,400.00,359.00,359.00,359.00,359.00,359.00,399.00,400.00,468.75,469.00,469.00,
"Dům a zahrada","Vánoční dekorace","Solight LED kovový vánoční stromek, 2x AA, 1V218",664055506,"Solight",8592718023102,"1V218","https://www.solidni-obchod.cz/solight-led-kovovy-vanocni-stromek-2x-aa-detail-1J22000201.aspx","https://vanocni-dekorace.heureka.cz/solight-led-kovovy-vanocni-stromek-2x-aa",5,41,100.00,3,,4.00,95.00,96.80,100.00,130.00,149.00,,,,,,,,,,,95.00,96.80,100.00,130.00,149.00,
"Dům a zahrada","Vánoční dekorace","Solight LED řetěz řetízek s dekoracemi, 20LED řetěz, 1m, 2x AA, IP20 , 1V215",671842443,"Solight",8592718023096,"1V215","https://www.solidni-obchod.cz/solight-led-retez-retizek-s-dekoracemi-20led-retez-1m-2x-aa-ip20--detail-6122000201.aspx","https://vanocni-dekorace.heureka.cz/1v215-solight-led-retez-retizek-s-dekoracemi-20led-retez-1m-2x-aa-ip20",3,1,54.00,2,,4.00,53.24,54.00,81.00,,,,,,,,,,,,,,,53.24,54.00,81.00,
"Dům a zahrada","Vánoční dekorace","Solight LED řetěz sněhuláci, 10LED řetěz, 1,5m, 2xAA, IP20, 1V206",671842445,"Solight",8592718023041,"1V206","https://www.solidni-obchod.cz/solight-led-retez-snehulaci-10led-retez-1-5m-2xaa-ip20-detail-1122000201.aspx","https://vanocni-dekorace.heureka.cz/1v206-solight-led-retez-snehulaci-10led-retez-1_5m-2xaa-ip20",15,4,114.00,5,,4.00,100.00,104.00,111.00,111.32,114.00,114.00,114.00,114.00,117.00,117.00,114.00,114.00,114.00,117.00,117.00,148.00,159.00,160.00,160.00,168.00,
"Dům a zahrada","Vánoční dekorace","Solight LED řetěz vánoční hvězdy bílé proplétané, 10LED, 1m, 2x AA, IP20 , 1V203",671558157,"Solight",8592718023010,"1V203","https://www.solidni-obchod.cz/solight-led-retez-vanocni-hvezdy-bile-propletane-10led-1m-2x-aa-ip20--detail-1022000201.aspx","https://vanocni-dekorace.heureka.cz/1v203-solight-led-retez-vanocni-hvezdy-bile-propletane-10led-1m-2x-aa-ip20",15,5,128.00,7,,4.00,98.50,100.00,100.00,100.00,118.58,125.00,128.00,128.00,128.00,132.00,125.00,128.00,128.00,128.00,132.00,132.00,149.00,153.00,166.00,179.00,
"Dům a zahrada","Vánoční dekorace","Solight LED řetěz vánoční hvězdy dřevěné, 10LED řetěz, 1m, 2xAA, IP20, 1V205",671842437,"Solight",8592718023034,"1V205","https://www.solidni-obchod.cz/solight-led-retez-vanocni-hvezdy-drevene-10led-retez-1m-2xaa-ip20-detail-3022000201.aspx","https://vanocni-dekorace.heureka.cz/1v205-solight-led-retez-vanocni-hvezdy-drevene-10led-retez-1m-2xaa-ip20",11,7,92.00,4,,4.00,80.00,89.54,90.00,92.00,92.00,92.00,94.00,94.00,110.00,129.00,89.54,90.00,92.00,92.00,92.00,94.00,94.00,110.00,129.00,138.00,
"Dům a zahrada","Vánoční dekorace","Solight LED řetěz vánoční hvězdy zlaté, 10LED řetěz, 1m, zlatá barva, 2x AA, IP20 , 1V212",671842444,"Solight",8592718023089,"1V212","https://www.solidni-obchod.cz/solight-led-retez-vanocni-hvezdy-zlate-10led-retez-1m-zlata-barva-2x-aa-ip20--detail-5122000201.aspx","https://vanocni-dekorace.heureka.cz/1v212-solight-led-retez-vanocni-hvezdy-zlate-10led-retez-1m-zlata-barva-2x-aa-ip20",17,3,107.00,7,,4.00,84.00,84.00,84.00,102.85,104.00,104.00,107.00,110.00,110.00,127.00,110.00,110.00,127.00,134.00,134.00,139.00,148.75,150.00,150.00,158.00,
"Dům a zahrada","Vánoční dekorace","Solight LED řetěz vánoční koule bavlněné, 10LED, 1m, 2x AA, IP20 , 1V201",671558156,"Solight",8592718023003,"1V201","https://www.solidni-obchod.cz/solight-led-retez-vanocni-koule-bavlnene-10led-1m-2x-aa-ip20--detail-1Z12000201.aspx","https://vanocni-dekorace.heureka.cz/1v201-solight-led-retez-vanocni-koule-bavlnene-10led-1m-2x-aa-ip20",12,62,107.00,4,,4.00,99.00,102.85,104.00,107.00,107.00,110.00,110.00,127.00,139.00,150.00,104.00,107.00,107.00,110.00,110.00,127.00,139.00,150.00,150.00,158.00,
"Dům a zahrada","Vánoční dekorace","Solight LED řetěz vánoční koule měděné, 10LED řetěz, 1m, 2x AA, IP20 , 1V207-C",671842440,"Solight",8592718023072,"1V207-C","https://www.solidni-obchod.cz/solight-led-retez-vanocni-koule-medene-10led-retez-1m-2x-aa-ip20--detail-4122000201.aspx","https://vanocni-dekorace.heureka.cz/1v207-c-solight-led-retez-vanocni-koule-medene-10led-retez-1m-2x-aa-ip20",17,4,100.00,6,,4.00,95.00,96.80,97.00,97.00,97.00,100.00,100.00,102.00,102.00,118.00,102.00,102.00,118.00,130.00,138.75,139.00,139.00,140.00,140.00,147.00,
"Dům a zahrada","Vánoční dekorace","Solight LED řetěz vánoční koule stříbrné, 10LED řetěz, 1m, 2x AA, IP20 , 1V207-S",671842448,"Solight",8592718023065,"1V207-S","https://www.solidni-obchod.cz/solight-led-retez-vanocni-koule-stribrne-10led-retez-1m-2x-aa-ip20--detail-3122000201.aspx","https://vanocni-dekorace.heureka.cz/1v207-s-solight-led-retez-vanocni-koule-stribrne-10led-retez-1m-2x-aa-ip20",14,5,100.00,6,,4.00,78.50,95.00,96.80,97.00,97.00,100.00,100.00,103.00,103.00,118.00,97.00,100.00,100.00,103.00,103.00,118.00,130.00,140.00,140.00,147.00,
"Dům a zahrada","Vánoční dekorace","Solight LED řetěz vánoční koule zlaté, 10LED řetěz, 1m, 2x AA, IP20 , 1V207-G",671558158,"Solight",8592718023058,"1V207-G","https://www.solidni-obchod.cz/solight-led-retez-vanocni-koule-zlate-10led-retez-1m-2x-aa-ip20--detail-2122000201.aspx","https://vanocni-dekorace.heureka.cz/1v207-g-solight-led-retez-vanocni-koule-zlate-10led-retez-1m-2x-aa-ip20",20,5,100.00,9,,4.00,49.00,78.50,89.00,91.96,95.00,97.00,97.00,99.00,100.00,100.00,102.00,102.00,118.00,130.00,138.75,139.00,139.00,140.00,140.00,147.00,
"Dům a zahrada","Vánoční dekorace","Solight LED sněhulák venkovní 160LED, studená bílá, 230V, IP44, výška 75cm, 1V46",565647632,"Solight",8592718020491,"1V46","https://www.solidni-obchod.cz/solight-led-snehulak-venkovni-160led-studena-bila-230v-ip44-vyska-75cm-detail-3PS1000201.aspx","https://vanocni-dekorace.heureka.cz/solight-led-snehulak-venkovni-75cm",14,4,2160.00,5,,4.00,1996.50,2016.73,2099.00,2099.00,2160.00,2160.00,2160.00,2160.00,2168.00,2190.00,2160.00,2160.00,2160.00,2160.00,2168.00,2190.00,2190.00,2999.00,2999.00,2999.00,
"Dům a zahrada","Vánoční dekorace","Solight LED vánoční hvězda, dřevěný dekor, 6LED, teplá bílá, 2x AAA, 1V45-S",564905826,"Solight",8592718020477,"1V45-S","https://www.solidni-obchod.cz/solight-led-vanocni-hvezda-dreveny-dekor-6led-tepla-bila-2x-aaa-detail-1PS1000201.aspx","https://vanocni-dekorace.heureka.cz/solight-led-vanocni-hvezda-dreveny-dekor-6led-tepla-bila-2x-aaa",5,32,143.00,1,,4.00,143.00,148.00,186.00,199.00,199.00,,,,,,,,,,,143.00,148.00,186.00,199.00,199.00,
"Dům a zahrada","Vánoční dekorace","Solight LED vánoční koule bavlněné, 20LED, 3m, IP20 , 1V48",564905827,"Solight",8592718020576,"1V48","https://www.solidni-obchod.cz/solight-led-vanocni-koule-bavlnene-20led-3m-ip20--detail-1MS1000201.aspx","https://vanocni-dekorace.heureka.cz/solight-led-vanocni-koule-bavlnene-20led-3m-ip20",7,4,251.00,3,,4.00,244.42,245.00,251.00,295.00,297.00,332.00,332.00,,,,,,,244.42,245.00,251.00,295.00,297.00,332.00,332.00,
"Dům a zahrada","Vánoční dekorace","Solight LED vánoční koule skleněná, 10LED, 2x AA, IP20 , 1V204",671842442,"Solight",8592718023027,"1V204","https://www.solidni-obchod.cz/solight-led-vanocni-koule-sklenena-10led-2x-aa-ip20--detail-2022000201.aspx","https://vanocni-dekorace.heureka.cz/1v204-solight-led-vanocni-koule-sklenena-10led-2x-aa-ip20",4,1,100.00,2,,4.00,96.80,100.00,100.00,130.00,,,,,,,,,,,,,96.80,100.00,100.00,130.00,
